id	annotation	C6_chemical_A1	C6_chemical_A3	C6_chemical_B1	C6_chemical_B2	C6_chemical_B3	C6_chemical_C1	C6_chemical_C2	C6_chemical_C3	C6_control_A1	C6_control_A3	C6_control_B1	C6_control_B2	C6_control_B3	C6_control_C1	C6_control_C2	C6_control_C3	L4_chemical_A1	L4_chemical_A2	L4_chemical_A3	L4_chemical_B1	L4_chemical_B2	L4_chemical_B3	L4_chemical_C2	L4_chemical_C3	L4_control_A1	L4_control_A2	L4_control_A3	L4_control_B1	L4_control_B2	L4_control_B3	L4_control_C2	L4_control_C3
LQ01X036760	Cytochrome P450 87A3	5.552538094	5.446588256	5.160897557	5.343932427	5.684595714	5.274077678	5.508706349	5.702004565	5.552892489	5.239379547	5.386249952	5.424243031	5.446756612	5.376162221	5.148461407	5.648392785	5.335141637	5.469650203	5.366945043	5.269551549	5.077814076	5.300381711	5.270300584	5.442785974	5.372406532	5.737027337	5.550006044	5.106056979	5.520734943	5.296681845	5.524420839	5.340768957
LQ01X036780	F-box protein PP2-A13	6.479595965	7.625616074	5.434110285	5.790361691	6.186703273	5.690823696	6.413692389	8.493607957	6.854740762	6.477178057	5.09060422	6.518599839	6.441833501	6.183838966	6.221641687	6.733485082	11.54379031	12.92983632	10.87450037	10.68387027	11.5851297	10.11872475	11.31865205	12.02186775	7.968838466	9.146211482	11.2628984	10.03792437	10.00647642	10.39279422	10.59953173	11.93149796
LQ01X036790	Putative uncharacterized protein	12.34875562	12.35548539	12.00032252	12.27082145	11.83717915	11.91199152	11.98166073	12.15239411	12.40607476	12.34802757	12.26101933	12.15887396	11.965968	11.92988214	12.20049877	11.7908069	11.91987907	11.80565879	11.55829934	11.74528043	11.31753351	11.70069506	11.3993904	11.63967932	11.98007841	11.6541343	11.27842966	11.43846687	11.56132191	11.88291809	11.21663078	11.66978651
LQ01X036800	Peroxisomal membrane protein 11D	12.98127423	12.9983983	13.43307392	12.50766524	13.1579093	12.90724896	12.86029431	13.19993741	13.24342379	13.26374509	13.60395515	12.42968122	13.40841095	12.80429246	12.94053053	12.42951847	12.28036592	12.28361444	12.83779627	13.29640485	12.63749023	12.17918827	12.6886303	13.43681915	12.49564814	12.41757239	12.84680624	12.70530203	13.14319759	12.50563266	13.51422432	13.30370939
LQ01X036810	Predicted protein	5.810465133	5.855080401	5.451732359	5.75724001	5.543380525	5.317552241	5.317427481	5.4896201	6.129654085	6.531170766	5.511696256	5.710088402	5.838896674	5.146131682	5.807493842	5.407400739	6.193015095	6.038193526	6.417288761	5.702724137	5.81231948	5.489120203	4.996034058	5.310145447	6.137767365	6.184880653	6.646496352	6.272065899	6.602174927	5.592587197	5.879225576	5.526451747
LQ01X036840	Predicted protein	11.78752912	12.07823619	11.77203961	11.48142623	11.9681106	10.49027409	10.6627109	10.87215068	11.90598467	12.14558706	11.92234018	11.32277811	11.72552369	10.4870331	10.48106306	10.90731453	11.78644897	11.21019868	12.10294308	11.11628753	10.94381345	10.99225927	10.45326542	9.481067429	12.12901966	11.02209451	11.71015585	10.52082764	10.86725114	9.839880815	10.34410752	9.291762199
LQ01X036890	Flap endonuclease GEN-like 1	5.283804013	5.657734859	4.768979959	5.31607356	5.499417397	5.351844119	5.110007388	5.105177286	5.633480333	6.387615846	4.786938071	5.120489136	4.899125292	5.260851113	5.741135839	4.989977789	5.008064915	5.291724882	6.580207992	5.252863122	5.670434547	5.43408394	5.179089614	5.531842816	5.417471842	5.285489395	5.978107754	5.781864984	5.336198221	5.007611117	5.24953827	5.253327238
LQ01X036920	Putative Adenosine 3-phospho 5-phosphosulfate transporter 2	11.18167876	10.49499424	10.31866802	10.87924334	11.13764545	11.2092048	11.0314255	11.23894638	11.22454692	10.25754685	11.06588918	10.97330264	11.48204444	11.17263198	10.98037594	11.22342131	9.366827913	10.54717449	10.61219499	10.95666624	10.86255095	11.84712427	11.82463432	11.23315978	10.46530788	11.51716247	10.91288939	11.55368114	11.2983829	12.1075172	11.52576328	11.51853324
LQ01X036940	Putative uncharacterized protein	9.907276322	9.435595635	10.00089256	9.301582959	9.485398606	8.78434319	8.907565634	8.592173565	9.785661686	9.585911437	9.87465153	9.316149317	9.685595721	9.014609202	8.647477171	8.652414448	9.289955016	9.854127549	10.39466746	9.992698312	10.47055631	9.101375191	9.496310732	9.74643727	9.394532823	10.34037908	10.36610267	9.873228546	10.61479459	9.361356564	9.743313934	9.387580618
LQ01X036960	ATPase GET3	10.55597329	10.2861181	10.17961915	11.3743729	9.476283404	11.02655392	11.26306008	10.50776774	10.51216487	9.840955535	10.42523819	11.12550754	10.15986536	10.91434149	11.02885666	10.70093992	10.89108928	11.39834249	10.03297294	10.19650759	10.23397661	9.719148258	10.35117747	9.457380806	10.22216766	10.66159702	9.523077962	10.38693608	9.572846378	9.56814886	9.677930252	9.021875179
LQ01X036970	Ubiquitin-related modifier 1 homolog 1	13.4716555	12.70609719	12.90028246	13.55146368	13.03556074	13.73322783	13.8482895	13.71266398	13.64804555	13.85437147	13.2307113	13.79284447	13.09346823	13.86293301	13.89162785	13.95107057	13.77355697	13.63144921	13.40218432	12.97519645	13.19052616	13.44637803	12.52521716	12.91425064	13.91157859	13.83125397	13.21795606	12.75667051	12.03944952	13.35874685	12.68098614	13.19317428
LQ01X036980	Putative Peroxisomal membrane protein PEX16	9.425169391	9.184041005	9.463554778	9.042450062	9.162008611	9.04793001	9.047362547	9.001433374	9.163061105	9.27585855	9.285055897	8.595267098	8.2101883	8.479739027	8.628900478	8.404219442	8.295521875	8.200151022	9.28350307	8.666372926	8.208593786	8.628731731	8.507898967	8.780950928	8.493737736	8.489634404	9.00895289	8.971616518	8.157541076	8.455108215	8.29911162	8.487763802
LQ01X037000	Phospholipase D beta 1	5.505320321	5.564627999	5.856941411	5.526065386	5.676785858	5.169438269	5.265155237	5.386232774	5.807080759	5.668271293	4.840364657	5.623853999	5.713752316	5.206377634	5.284541774	5.579101299	5.270927732	5.916341639	6.229955017	5.305493868	5.109515337	5.647884948	5.284253588	5.422633049	5.783400514	5.553896717	5.984116718	5.694487899	5.706341609	5.540248854	4.814683385	5.366629235
LQ01X037010	Putative Subtilisin-like protease	9.323952713	9.766184851	9.260497284	9.36379429	9.758776549	8.766010334	6.475038531	7.947764254	9.399871143	8.799201939	9.477659048	9.392932929	9.840631636	8.142948296	7.274967626	9.179728925	10.74826689	9.477510721	9.516520189	10.7357489	9.533855942	10.36143738	6.549786022	7.47508156	10.33611566	9.603787601	9.632065189	10.03166661	10.46689239	8.842253299	5.693794866	6.441792769
LQ01X037030	Putative Subtilisin-like protease	6.09194304	5.782821442	5.47004639	5.382565463	5.93046555	5.066049571	5.395139923	5.052244214	6.062731353	6.445357864	5.925314767	5.588707631	5.950657485	5.223055294	5.507620651	5.508937661	5.507699757	5.74888246	6.506191489	6.277633311	6.251321072	6.088224674	5.563048062	6.090980953	6.052637522	6.087513843	7.827985095	5.773846961	6.854980279	5.681722115	4.840943805	5.451712851
LQ01X037050	CRS2-associated factor 1, mitochondrial	13.26757819	13.43124613	13.23775681	13.3930028	13.13939445	13.14095848	13.27094707	13.25238306	13.58854352	13.61703911	13.52777379	13.20083295	13.3527095	13.33035694	13.46730598	13.60346435	13.17054392	12.69275342	12.45013632	13.02203941	13.07978569	13.2764068	13.41964167	13.39100014	13.20541113	12.67162384	12.46103733	13.40628337	12.67971655	13.23889769	13.48724011	13.16813534
LQ01X037060	Putative Lysophosphatidylcholine acyltransferase 2	13.59649326	13.5938071	13.79985751	13.21358214	13.58080885	14.17821061	13.87097065	13.40401815	13.53324755	13.32653886	13.81629706	13.18842932	13.6535486	13.84250523	13.49995628	13.54180566	13.71938918	14.31627165	13.02576281	13.81601222	13.67149371	12.82808104	13.28656544	13.09664239	13.14492942	13.29901367	12.87011286	13.19357008	13.36951578	12.5941947	13.09764017	12.87919931
LQ01X037070	MADS-box protein SOC1	10.72289229	11.11371164	11.12889381	11.84462838	9.848815724	11.65228606	11.49057328	12.31848761	9.863056616	10.45641205	10.63415362	10.89422682	10.24939215	11.5577448	11.60658082	11.43028954	12.54015908	11.73819277	11.32782105	11.61161978	11.86439806	11.98514414	11.92963646	12.56023504	12.03676362	11.29932881	11.33386101	11.81045554	11.22827677	12.34610821	11.570039	12.04262385
LQ01X037090	Agamous-like MADS-box protein AGL6	5.549551533	5.819154549	6.103620961	5.377035341	5.56617092	5.450110989	4.983141217	5.342606941	5.500816401	5.048316937	6.062631182	5.543672836	5.703306573	5.27735747	5.13662947	5.388648363	5.93732332	5.621842499	4.926659918	5.237987671	5.963871481	5.734451174	5.591187402	5.44438768	5.837846665	5.550831864	5.195233485	4.995429218	5.770300208	5.431603292	5.02357978	5.840264525
LQ01X037100	Histone deacetylase complex subunit SAP18	13.30948159	13.42730812	12.99733743	13.71122468	13.12315066	14.17027388	13.77243148	13.61179695	13.41200256	13.67987463	13.14483419	13.62047322	13.22209199	13.90154725	13.79729074	13.9824588	13.20431746	12.47874622	12.60003452	12.52166222	12.64488309	13.29633442	12.44321465	12.56277544	13.32080734	12.74314422	12.33966521	12.76818284	11.98793656	12.90572732	12.27504552	12.48818778
LQ01X037110	Alpha-1,4-galacturonosyltransferase 1	6.54136319	6.417335437	6.380332454	6.429754795	6.18772172	6.172267752	6.186616644	5.916515959	6.325900313	6.972382673	6.109420327	6.351012763	5.735832296	5.814231928	6.847134647	6.15365347	6.512008361	6.435334951	6.484096093	6.620499176	6.252749588	6.240331668	5.457478701	5.922539983	6.52985488	7.179634644	6.129353974	6.584759906	6.10082325	5.914720962	5.761408016	5.542461395
LQ01X037140	Putative Glyoxylate reductase	11.65494916	10.93862992	11.12214936	9.698145769	10.09496453	10.95855209	10.54728369	9.246026689	11.31511697	10.9604774	10.85595578	9.99793217	10.00825266	11.02206092	9.769190091	9.377537856	10.74776562	11.14490503	11.03807912	11.36669307	11.01948416	9.608699932	10.85909929	9.539301772	11.34360513	10.97748528	11.11897891	10.69719975	11.01570083	8.981400837	10.68785122	10.00911345
LQ01X037160	Putative uncharacterized protein	10.30209868	10.50895074	10.5997543	10.95435357	10.43055243	11.39144425	11.11251862	11.2912661	10.71926556	10.49608045	10.65266574	10.89247685	10.44614455	11.27449958	11.27054611	11.12032492	10.09069595	8.978504363	8.895124387	9.42848507	9.273092491	10.27769911	9.942183142	10.46016253	9.965232587	8.724757809	8.710729465	9.235555025	9.226201395	10.51407493	10.31894107	10.42384807
LQ01X037180	Putative Probable gibberellin receptor GID1L3	6.015232557	5.924277414	6.076979675	5.941553786	5.812876102	5.453908324	5.48981429	5.592065569	5.983811124	6.015731026	6.01862693	6.224498723	5.77145411	5.374629738	5.406683809	5.564519817	5.784099518	5.747022418	5.597805538	5.986669748	5.915065256	5.55296202	6.050982066	5.960175276	5.723196844	5.698409681	5.854301984	5.377333336	5.871164486	5.844343366	5.537514991	5.033426097
LQ01X037190	ATP binding protein, putative	5.476931183	5.346700363	5.691525238	5.773172991	5.883688602	5.793887753	5.584934481	5.50917582	5.273348832	5.322288531	5.649290261	5.797778697	5.54846132	5.840567562	5.491012081	5.481057874	5.838070583	5.60504346	5.168879757	5.681177068	6.038418806	5.744482188	5.83167404	5.488185837	5.378403325	5.391869689	5.559225291	5.553107822	6.819515883	5.358191059	5.269301318	5.004306129
LQ01X037200	Copper ion binding protein, putative	6.788480705	7.393813	6.177380209	6.948348507	6.280538861	5.479839915	5.431831814	5.223938304	7.419174396	6.751851818	6.242951105	6.819541028	7.194984232	5.70146184	5.461292599	5.405720967	6.901295362	7.198975267	7.68266032	7.058029163	7.299930932	7.050800996	6.023820971	5.406006488	7.314034689	7.785511192	7.212624793	7.061113875	7.518304096	6.623774404	5.662736833	6.088965326
LQ01X037210	Integral membrane single C2 domain protein	12.45261002	12.75802435	12.87726516	12.0751008	13.01375244	12.30266264	12.30486923	12.30988929	12.46459185	12.88108719	12.80923045	12.12954527	12.81957072	12.43763732	12.60950289	12.06265946	12.39908932	12.49721956	12.58920159	12.33374277	12.5548109	13.04888298	12.38746764	12.76285444	12.78102774	12.65035202	12.70972289	12.45799143	13.13297881	12.74164613	12.56103482	12.87947271
LQ01X037220	Nucleotide binding protein, putative	5.760621661	6.306772925	6.025166291	6.759926176	5.825181994	6.608505833	6.739228489	6.308953088	5.588685076	5.256343111	5.360847191	6.494469204	5.216687908	6.159722811	5.45808582	5.906325039	6.542270329	5.740845136	5.882223704	5.02490806	5.781345436	7.203499565	5.48877385	6.302098246	6.924228159	5.684397856	6.288217277	6.219821657	5.920382802	7.550097768	5.173157629	5.642665385
LQ01X037240	Cytochrome P450 704C1	10.23439352	10.10916908	10.9861658	10.53699039	10.47939291	10.47009614	10.08665998	9.848597234	10.36424417	9.718051027	10.83714561	10.51104724	10.51786094	10.42222021	10.06445837	10.09704047	9.115785808	8.623303291	8.825874913	10.32866927	10.15166111	9.659381632	11.09311537	10.43414677	9.378093772	8.621816714	7.981888251	10.46908493	10.59354993	10.47841173	10.99720338	10.46427204
LQ01X037350	Fasciclin-like arabinogalactan protein 8	13.55990087	14.28432283	12.91349143	11.34594273	11.89631259	7.163913678	7.971706718	6.968846371	13.63724895	13.87189135	13.34728032	11.62628027	12.05303818	7.316336235	6.920176208	7.796185468	13.2957889	13.93109837	14.07896674	13.09504539	13.74124351	13.40586616	6.903500059	8.555591651	13.90119545	14.70910928	14.19710027	12.07784542	13.94108263	10.41043875	7.415690064	7.649954845
LQ01X037390	Putative uncharacterized protein	6.112734415	5.889723755	6.703516853	6.166925241	6.269717265	5.365011214	5.943105053	5.752478911	6.720369281	5.74872486	7.072857344	6.061595453	6.762483004	5.430720953	5.67461807	5.793105296	5.850006991	7.015058597	6.558732524	6.696185611	6.66288632	6.740846006	7.555054112	5.318923878	6.365731592	6.381907643	6.694839377	6.898145227	6.940519254	6.607665941	6.977716787	5.884099789
LQ01X037400	Predicted protein	5.255736331	4.880559223	5.230279315	4.620306654	5.124820076	4.746170659	4.706758915	4.746139422	4.768020583	5.239289881	5.028474686	4.713718235	4.795844378	4.861643861	4.737123279	4.796372952	4.629303836	5.552455658	5.092850962	5.076959802	4.988689308	4.989336375	5.126779612	4.948605451	5.080579973	5.066885229	5.31078088	5.089667734	4.990160612	4.885303973	4.906944137	4.786099695
LQ01X037410	Dihydrodipicolinate synthase 2, chloroplastic	6.377887967	5.687317678	7.358864275	5.714110949	5.574645815	5.819970752	5.757940188	5.57495665	6.553150553	7.216858519	7.172110797	5.593706803	6.043885587	5.708403029	6.585226681	5.624896826	5.754218419	6.395419434	5.387414276	5.831236568	6.120026217	5.707568701	5.782421106	5.667133836	5.798739573	6.54529613	5.418793987	5.924672129	5.904034771	5.737732255	6.068626357	5.925135201
LQ01X037420	Armadillo repeat-containing kinesin-like protein 2	4.960317645	4.85508846	5.357787121	5.273476006	5.391212863	5.716149747	5.156087397	5.226918196	4.790405275	4.621867456	4.863157089	5.061251796	5.064867384	5.722853907	5.35016071	5.158114619	4.864654819	4.936131754	4.885893065	4.915900035	5.088139275	5.000868951	4.922158351	5.074492399	4.950529377	4.932517204	4.736439209	5.061861214	4.980730038	4.945958544	5.103071512	5.00833843
LQ01X037450	Putative Brefeldin A-inhibited guanine nucleotide-exchange protein 2	5.687919795	5.041569443	4.982196746	5.349830492	5.142293593	5.558096947	5.792742062	5.495361716	4.948800218	5.106514062	4.756333655	5.295061729	5.145538306	5.053727847	5.333718675	5.258376581	4.954170883	5.214695552	5.163423772	5.010981006	5.087733022	5.223260621	4.869364312	5.158221041	5.064236802	5.203394836	4.916294808	5.238203864	4.793752158	5.191800721	5.154600159	5.159537156
LQ01X037510	Putative uncharacterized protein	4.726493	4.640195011	4.813794079	4.912565267	5.020624085	4.890282526	4.926322735	5.063059262	4.808656248	4.731425184	5.485694617	4.821510409	5.225859415	4.747942155	4.978146039	4.968165338	5.025131885	4.633482883	4.922855984	4.859756567	4.982796192	4.691950145	5.261029713	4.783887442	4.827695854	4.915520443	4.856712778	5.505507463	4.85159276	4.83701	4.908723195	5.349799582
LQ01X037520	Putative Protein regulator of cytokinesis 1	5.303313218	5.324979073	5.14195689	5.608690142	5.040733567	5.684061127	5.386832976	5.381017605	5.41946608	5.893502981	5.63532289	5.992000763	5.353312276	5.332866165	5.332408482	5.170304566	5.220114408	5.644916405	6.060654772	5.34950047	5.061169256	5.434796635	5.140073846	5.499794787	5.675608604	6.017505568	5.833470934	5.304001428	5.226141376	5.490335703	5.308816819	4.996413471
LQ01X037560	Proteasome subunit beta type-1	8.510152711	8.099264513	8.768664727	9.125280652	8.090593396	10.17005056	9.932428063	9.105194273	8.987383723	7.702977615	9.087454509	9.709908983	8.541049834	10.12615009	9.705520494	9.319085088	7.979838268	8.249735739	7.793432517	8.933125633	8.899178202	7.893564617	9.751120745	8.824015937	8.258517628	8.617449399	8.035185925	8.591665624	8.591581283	7.965151503	9.935922093	8.986791566
LQ01X037600	Glutathione S-transferase zeta class	11.8331608	11.99410744	12.04572023	11.50955672	12.04477974	11.70043176	11.31615285	11.79327028	12.08970193	12.29764239	12.14325068	11.52109602	11.99827007	11.85323824	11.22536804	11.7471159	11.51945124	11.359942	11.45947059	12.15713626	12.06882098	11.32385304	11.8821276	11.96334081	11.80220134	11.608474	11.58736397	11.8031722	11.9566719	11.23719088	12.07209454	12.07941861
LQ01X037630	Nucleotide binding protein, putative	10.8359416	10.8002555	11.20399063	10.30897449	10.922622	10.37464335	10.2720912	10.13365089	11.00997517	10.9114614	11.1016568	10.5436161	11.1198809	10.54483887	10.48703659	10.40030208	10.50664799	10.62644179	10.78071996	11.18963117	11.08941595	10.4301949	10.92464264	11.31261565	10.65953103	11.11869622	10.92505584	10.88638136	11.53293326	10.38049958	10.97262682	11.24932077
LQ01X037650	Putative Dihydroflavonol-4-reductase	5.330359049	5.546459741	4.8967743	4.850720575	5.005789606	4.919896652	4.675644279	4.734612502	5.434841293	4.959945601	5.185329955	4.843353745	4.827343626	4.870601189	4.757976303	4.775552378	5.675243628	5.292305386	5.308533234	4.84496343	5.362103823	4.800236584	4.716389166	5.337865452	5.030833108	5.376856619	5.493575013	4.729308042	5.137430958	4.871149204	5.028313603	5.347527746
LQ01X037710	Probable S-acyltransferase At3g60800	5.753569887	5.570488727	5.309381809	5.995400741	5.502406048	5.990044168	5.731626099	5.422230478	5.659585163	6.024002544	6.156295045	5.820957846	6.022583275	5.707223842	6.524388534	5.365490933	5.346127692	5.673213036	6.004642143	5.740404978	5.921098683	5.57705249	5.57062074	5.12157152	5.49801321	5.724779346	5.744543554	5.624324524	5.671345396	5.423761367	5.373598734	5.341941872
LQ01X037720	Predicted protein	12.13307357	11.21896514	12.2351419	12.55992443	11.66184305	13.67690676	13.05524576	12.36047655	11.24589138	10.72578398	11.5979969	12.20448655	11.68599602	12.62164566	12.39327863	12.47896774	12.16422078	11.95074938	10.90705952	11.62989388	11.82141171	11.42002425	11.98329858	11.96032609	10.91218766	11.09268854	10.50505886	11.61200184	11.16723674	11.51099684	11.64149843	11.47781379
LQ01X037730	Putative uncharacterized protein	5.454612892	5.671600623	5.696425667	5.55895514	5.523425562	5.229655219	5.645741046	5.78295045	5.605246655	5.826807005	5.860179765	5.606792304	5.807409418	5.501689358	5.501563399	5.358496288	5.032627102	5.711900556	6.967412783	5.877528001	6.138557336	5.638897298	5.696838182	5.865747441	5.731078353	6.118586796	6.458430535	5.651674417	6.047969419	5.554366506	5.686230632	5.074501469
LQ01X037750	Pentatricopeptide repeat-containing protein At2g45350, chloroplastic	8.598036514	7.674019516	8.494571563	9.151374031	8.827767511	8.659705377	9.472990981	8.336125992	8.506637707	7.683547194	8.331522173	8.881310858	9.109532601	8.682119467	9.262569578	8.715057955	7.901425618	8.773351072	7.769426998	8.602285929	9.305465403	8.706527889	9.868006413	9.505963456	8.477692981	8.954264648	8.5685027	9.185128235	9.439757251	9.355834878	9.750111545	9.327741341
LQ01X037760	Putative Probable LRR receptor-like serine/threonine-protein kinase At2g23950	12.83515944	13.30689512	11.14248096	9.683040854	10.21476635	8.93764797	8.118044821	7.681442875	13.04522604	13.23229219	11.71374076	10.36081811	10.20579992	9.133778923	8.299241533	7.9400825	12.98801879	13.12647604	14.04185969	12.27628744	12.45871207	11.56695476	9.313799305	8.52915652	13.92778796	13.92038811	14.13110842	10.90576408	12.18520894	9.457024417	9.4606292	8.460512204
LQ01X037770	40S ribosomal protein S13	14.11253677	14.09086701	14.08454831	13.45824812	13.69948919	13.66336372	13.65297764	13.48515847	14.53817897	14.79281717	14.32059999	14.10069552	13.91200023	13.8279566	13.80622369	13.64599473	14.53879175	13.75283864	13.64845695	14.13854685	13.76670855	13.9357831	13.60050711	13.85024719	14.22546635	13.93609907	13.8876459	13.94146155	13.37870428	13.73201784	13.71287481	14.0177934
LQ01X037780	Putative tRNA 2-phosphotransferase 1	11.20293394	11.87986175	11.2385763	12.00312807	10.99572082	11.84018992	11.57670525	12.13849798	11.18106351	11.05039341	11.38044861	11.76981204	11.04877	11.5556686	11.43875762	11.40590287	12.85026082	12.28896815	11.92318101	12.36837113	12.47357824	11.97379508	12.48394533	11.71134765	12.0233502	11.76371252	11.53134286	12.68717118	11.60633641	12.19398331	12.01187548	11.82355818
LQ01X037800	UDP-glucuronate 4-epimerase 3	11.25766182	11.23902823	12.03181722	11.42941067	12.07104759	10.2867459	10.22807759	10.07054294	11.23619357	11.36548375	11.93596783	11.32420602	12.23193219	10.27125344	10.09152393	9.80556193	10.71728215	11.37079655	10.907488	11.73801268	12.23265631	12.01157325	11.2096745	11.47629076	11.1925213	11.91524975	11.1230023	11.96084901	13.04013961	12.13486129	10.85276802	11.46819428
LQ01X037810	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic	5.293440379	5.262374099	5.306301176	5.336337351	5.62358309	5.29696358	5.213722198	5.109442732	5.633927641	5.606372537	5.646803977	5.331043021	5.961897209	5.022600215	5.97170055	4.973430609	5.162230914	5.439607451	5.499721867	5.136524236	5.447447392	5.277870861	5.309800831	5.287754978	5.326650013	5.254815619	5.72354398	5.182415513	4.911834187	5.302127002	5.350908188	4.809869395
LQ01X037820	Transketolase, chloroplastic	6.361308938	5.754553394	5.907274646	6.033422219	6.469540306	5.631129158	6.095633257	6.309757781	6.261142365	6.378104075	6.082635336	6.022928249	6.791723144	5.776655975	6.147386456	5.987511257	6.151000416	6.143694851	5.852184427	6.044058771	6.183002293	6.310978463	6.969132432	5.539133058	6.049039614	6.193750665	5.467998863	5.933937301	5.554980819	6.358992605	6.10393223	6.014227885
LQ01X037830	DNA repair protein RAD51 homolog 3	10.66228541	11.20129985	9.984003703	9.549573858	9.721927172	10.16220375	9.805409029	9.43357201	10.8737555	11.09342406	10.40648485	9.653154284	10.31939993	10.18812519	9.530295935	9.522574431	10.93589215	11.04571254	11.41349672	11.0774107	11.6557777	10.5386048	11.81973151	11.61582048	11.37490441	11.38358859	11.4978868	11.29047041	11.86632197	11.29339954	11.63371684	11.49170831
LQ01X037860	Predicted protein	12.0025445	12.20217499	11.9067868	11.26107035	11.81148201	11.10234742	10.91432908	10.95459931	12.06197858	11.84478985	11.98697016	11.43402322	11.76830161	11.06938204	10.96726234	10.80411722	11.97676621	11.84106106	12.81209633	12.39093436	12.18068307	12.41315695	11.97158247	11.76846944	12.5427837	12.25636117	13.03213951	11.93162893	12.60795967	12.21026238	12.04711913	11.76204351
LQ01X037900	Methionine aminopeptidase 1A	6.029078948	6.425917393	6.32596461	6.476793438	5.913048985	6.191784813	5.772122703	5.996106976	6.219680708	6.786126278	6.732671736	6.204600886	6.383805976	5.837510409	6.709913928	5.579172133	5.954964928	5.572853768	6.575419877	6.694929719	6.011249294	5.835032546	6.446753898	6.561542386	6.224761009	5.509363768	6.481135654	6.012400369	6.145020753	6.133852306	6.055605886	7.126653723
LQ01X037950	Putative Auxin-induced protein X10A	7.598379246	8.02030815	9.964963767	9.949003079	11.14142609	11.99411917	12.52404523	13.45833652	8.292803128	7.517228839	10.35149836	10.96783753	11.45780623	12.57975084	12.69779952	13.07683935	8.325747121	8.271128985	7.377848401	11.29887314	10.20057844	10.81785527	13.17592031	13.51339296	7.894910547	8.933818052	6.433522114	12.38222029	11.1643991	12.25701082	13.5697506	13.79021852
LQ01X037970	Golgi SNARE 12 protein	5.193924537	5.551454003	5.322637119	5.424440262	5.660781334	5.892320569	5.368621464	5.608856446	5.628666754	5.38248786	5.458942239	5.506606368	5.418426454	5.404716671	5.64932647	5.211563986	5.187905607	5.6801423	5.121424554	5.656509742	5.882830868	5.931276629	5.782336239	5.062183979	5.298042409	5.161832773	5.463407536	5.071923644	5.628241926	5.464464182	5.348001019	5.604537967
LQ01X037990	Predicted protein	9.637232048	9.482264502	9.858719999	8.947896641	9.45343397	9.616880139	9.369823416	9.042419789	9.45170774	9.758937591	9.716190508	9.097866926	9.652317631	9.536288829	8.895532327	8.733735057	9.716308637	10.34969311	10.45061598	10.06327319	10.72525586	9.321664662	11.16341754	10.84533216	9.352365233	9.967695832	10.5388043	10.50002989	10.793445	10.34282924	10.94241089	10.86258779
LQ01X038010	Zinc ion binding protein, putative	5.856521244	5.99141593	6.06309328	5.748698358	5.661978498	5.20396659	5.567714858	5.408639934	5.625813957	6.092509813	6.129746726	5.540138826	5.87503511	5.273976395	5.379739149	5.992825442	5.965939753	6.344660675	5.642599614	6.250476618	6.8574531	5.508369078	6.120615821	5.872843462	6.091875988	6.039239729	6.373305552	6.146111542	5.911186533	5.9807421	5.700492182	5.610871353
LQ01X038020	Putative uncharacterized protein	6.094815933	5.827997333	5.373742787	5.709328393	5.440607491	5.768337909	5.621992586	5.695334046	6.020484101	6.279458646	5.704342703	5.882630381	5.267377157	5.500508069	5.509705016	5.771242511	5.892079956	5.881761729	7.149718013	6.076908588	5.811938771	5.563952167	5.314043176	5.351758859	6.18325966	6.154045014	6.963729054	5.634847801	6.440188648	5.328954092	5.603296836	5.491806073
LQ01X038060	Hypothetical protein	10.15376003	8.615694662	10.17948487	9.721101932	9.725517898	12.10667607	12.15981107	11.48721382	9.845301673	8.408470527	10.4469156	10.97176981	10.2444846	12.57411771	11.74345096	11.89225691	11.34807336	8.761010456	7.889271181	11.69570446	10.14487377	9.019061131	12.05001765	12.28213015	9.233512228	8.742028895	7.595845175	10.83233803	9.000345159	9.674844477	12.44382279	12.59196153
LQ01X038080	14 kDa proline-rich protein DC2.15	5.06919695	4.949293844	4.818524939	4.989026446	4.946603175	5.175504602	5.222488866	5.551372112	4.933665488	5.277690289	4.699647022	5.17633314	4.926533262	5.216947813	5.063456992	4.973800864	4.701859076	4.777090331	5.312283497	5.090531104	4.911960243	4.921596179	6.307359784	5.853176342	4.897722284	5.232969426	5.042563401	4.815580649	5.277115067	4.780137758	5.605983871	5.703063401
LQ01X038110	Autophagy-related protein 8f	11.25856058	10.16164275	10.89217913	12.32515796	11.5104881	11.99943392	12.53533461	12.40402226	11.18701431	10.62722823	10.57909054	12.16600838	11.2254798	11.82749315	11.90878251	12.29757389	10.46150489	9.741005401	9.143023312	10.3737405	10.29393994	11.60609143	9.958682635	10.41150127	9.979099811	8.68271026	8.360385988	11.00551959	9.430067145	11.36726233	9.718689867	10.05704
LQ01X038130	Scarecrow-like protein 6	10.9563997	11.34547704	11.30198045	10.62069211	11.3438678	11.13159602	10.92141967	10.91647673	11.17386345	11.00364125	11.46931362	10.87126345	11.27053419	11.34132455	10.62645061	11.04251229	10.74811221	10.7258711	10.48724717	11.43900042	10.8312665	11.23369425	11.3125309	11.32100715	10.94279147	11.0114285	11.14882019	11.62281049	11.1975884	10.9877388	11.47599663	11.59306249
